amount,is_fraud,city,merchant_category,device_type,account_age_days,is_new_account,hour,hour_bucket,amount_tier
89.99,0.0,Bangalore,Groceries,iOS,1437,0,6,Morning (6AM–12PM),Micro (< ₹500)
132.0,0.0,Bangalore,Entertainment,Android,1362,0,6,Morning (6AM–12PM),Micro (< ₹500)
1.78,0.0,Delhi,Food & Dining,iOS,202,0,6,Morning (6AM–12PM),Micro (< ₹500)
788.77,0.0,Pune,Healthcare,Android,959,0,6,Morning (6AM–12PM),Small (₹500–5K)
935.57,0.0,Mumbai,Food & Dining,Android,1228,0,6,Morning (6AM–12PM),Small (₹500–5K)
3.57,0.0,Kolkata,Groceries,Web,333,0,6,Morning (6AM–12PM),Micro (< ₹500)
89.99,0.0,Kolkata,Entertainment,Web,101,0,6,Morning (6AM–12PM),Micro (< ₹500)
63.87,0.0,Kolkata,Groceries,iOS,190,0,6,Morning (6AM–12PM),Micro (< ₹500)
4.49,0.0,Pune,Food & Dining,iOS,1239,0,6,Morning (6AM–12PM),Micro (< ₹500)
3.91,0.0,Mumbai,Entertainment,iOS,1569,0,6,Morning (6AM–12PM),Micro (< ₹500)
76.6,0.0,Bangalore,Travel,Android,798,0,6,Morning (6AM–12PM),Micro (< ₹500)
15.0,0.0,Delhi,Shopping,Android,1443,0,6,Morning (6AM–12PM),Micro (< ₹500)
65.0,0.0,Delhi,Groceries,Web,286,0,6,Morning (6AM–12PM),Micro (< ₹500)
89.99,0.0,Pune,Healthcare,iOS,20,1,6,Morning (6AM–12PM),Micro (< ₹500)
991.95,0.0,Jaipur,Utilities,iOS,474,0,6,Morning (6AM–12PM),Small (₹500–5K)
90.63,0.0,Delhi,Entertainment,Android,1331,0,6,Morning (6AM–12PM),Micro (< ₹500)
0.0,0.0,Mumbai,Education,Web,866,0,6,Morning (6AM–12PM),Micro (< ₹500)
1133.14,0.0,Bangalore,Entertainment,Android,46,0,6,Morning (6AM–12PM),Small (₹500–5K)
2.5,0.0,Bangalore,Travel,Web,822,0,6,Morning (6AM–12PM),Micro (< ₹500)
34.98,0.0,Delhi,Education,iOS,625,0,6,Morning (6AM–12PM),Micro (< ₹500)
89.99,0.0,Delhi,Healthcare,Android,1240,0,6,Morning (6AM–12PM),Micro (< ₹500)
4.59,0.0,Chennai,Healthcare,Android,1425,0,6,Morning (6AM–12PM),Micro (< ₹500)
2.97,0.0,Delhi,Utilities,iOS,250,0,6,Morning (6AM–12PM),Micro (< ₹500)
89.99,0.0,Kolkata,Travel,Android,98,0,6,Morning (6AM–12PM),Micro (< ₹500)
12.0,0.0,Hyderabad,Travel,iOS,1518,0,6,Morning (6AM–12PM),Micro (< ₹500)
4.49,0.0,Pune,Shopping,Android,755,0,6,Morning (6AM–12PM),Micro (< ₹500)
1.0,0.0,Bangalore,Food & Dining,Android,84,0,6,Morning (6AM–12PM),Micro (< ₹500)
15.95,0.0,Pune,Healthcare,Android,229,0,6,Morning (6AM–12PM),Micro (< ₹500)
16.99,0.0,Hyderabad,Healthcare,Android,820,0,6,Morning (6AM–12PM),Micro (< ₹500)
75.16,0.0,Bangalore,Utilities,Android,518,0,6,Morning (6AM–12PM),Micro (< ₹500)
15.0,0.0,Bangalore,Travel,iOS,1288,0,6,Morning (6AM–12PM),Micro (< ₹500)
15.0,0.0,Kolkata,Education,iOS,1243,0,6,Morning (6AM–12PM),Micro (< ₹500)
1.98,0.0,Bangalore,Food & Dining,Android,176,0,6,Morning (6AM–12PM),Micro (< ₹500)
1.79,0.0,Delhi,Education,Android,898,0,6,Morning (6AM–12PM),Micro (< ₹500)
888.52,0.0,Mumbai,Food & Dining,Android,137,0,6,Morning (6AM–12PM),Small (₹500–5K)
2.69,0.0,Hyderabad,Food & Dining,Web,215,0,6,Morning (6AM–12PM),Micro (< ₹500)
89.99,0.0,Pune,Healthcare,Android,472,0,6,Morning (6AM–12PM),Micro (< ₹500)
39.97,0.0,Mumbai,Education,Android,1366,0,6,Morning (6AM–12PM),Micro (< ₹500)
0.0,0.0,Delhi,Education,iOS,1550,0,6,Morning (6AM–12PM),Micro (< ₹500)
24.0,0.0,Jaipur,Food & Dining,Web,1685,0,6,Morning (6AM–12PM),Micro (< ₹500)
16.0,0.0,Chennai,Shopping,iOS,460,0,6,Morning (6AM–12PM),Micro (< ₹500)
53.73,0.0,Pune,Shopping,Android,1397,0,6,Morning (6AM–12PM),Micro (< ₹500)
89.99,0.0,Delhi,Travel,iOS,1020,0,6,Morning (6AM–12PM),Micro (< ₹500)
4.8,0.0,Mumbai,Groceries,iOS,1406,0,6,Morning (6AM–12PM),Micro (< ₹500)
34.09,0.0,Mumbai,Food & Dining,Android,1191,0,6,Morning (6AM–12PM),Micro (< ₹500)
1.0,0.0,Hyderabad,Education,Web,1124,0,6,Morning (6AM–12PM),Micro (< ₹500)
1.78,0.0,Bangalore,Travel,iOS,225,0,6,Morning (6AM–12PM),Micro (< ₹500)
145.29,0.0,Mumbai,Groceries,Android,1462,0,6,Morning (6AM–12PM),Micro (< ₹500)
7.81,0.0,Bangalore,Entertainment,Android,1013,0,6,Morning (6AM–12PM),Micro (< ₹500)
34.97,0.0,Delhi,Healthcare,Android,1719,0,6,Morning (6AM–12PM),Micro (< ₹500)
78.13,0.0,Chennai,Shopping,iOS,961,0,6,Morning (6AM–12PM),Micro (< ₹500)
21.57,0.0,Bangalore,Shopping,Android,663,0,6,Morning (6AM–12PM),Micro (< ₹500)
9.0,0.0,Hyderabad,Healthcare,Android,1195,0,6,Morning (6AM–12PM),Micro (< ₹500)
22.97,0.0,Kolkata,Utilities,Android,1786,0,6,Morning (6AM–12PM),Micro (< ₹500)
2.69,0.0,Mumbai,Entertainment,Android,1138,0,6,Morning (6AM–12PM),Micro (< ₹500)
9.99,0.0,Hyderabad,Education,Web,1527,0,6,Morning (6AM–12PM),Micro (< ₹500)
6.67,0.0,Jaipur,Shopping,Android,1530,0,6,Morning (6AM–12PM),Micro (< ₹500)
45.9,0.0,Jaipur,Education,iOS,1595,0,6,Morning (6AM–12PM),Micro (< ₹500)
89.99,0.0,Mumbai,Food & Dining,iOS,963,0,6,Morning (6AM–12PM),Micro (< ₹500)
9.6,0.0,Bangalore,Healthcare,Web,1751,0,6,Morning (6AM–12PM),Micro (< ₹500)
1.0,0.0,Bangalore,Food & Dining,Web,178,0,6,Morning (6AM–12PM),Micro (< ₹500)
9.99,0.0,Hyderabad,Healthcare,Android,244,0,6,Morning (6AM–12PM),Micro (< ₹500)
7.81,0.0,Hyderabad,Education,Web,1342,0,6,Morning (6AM–12PM),Micro (< ₹500)
76.26,0.0,Hyderabad,Food & Dining,Android,78,0,6,Morning (6AM–12PM),Micro (< ₹500)
1.78,0.0,Mumbai,Healthcare,Android,713,0,6,Morning (6AM–12PM),Micro (< ₹500)
1.0,0.0,Bangalore,Education,iOS,438,0,6,Morning (6AM–12PM),Micro (< ₹500)
8.28,0.0,Delhi,Education,Web,811,0,6,Morning (6AM–12PM),Micro (< ₹500)
1576.44,0.0,Delhi,Travel,Android,1784,0,6,Morning (6AM–12PM),Small (₹500–5K)
89.99,0.0,Hyderabad,Shopping,Android,894,0,6,Morning (6AM–12PM),Micro (< ₹500)
238.89,0.0,Delhi,Travel,iOS,1007,0,6,Morning (6AM–12PM),Micro (< ₹500)
3.78,0.0,Mumbai,Education,Android,1022,0,6,Morning (6AM–12PM),Micro (< ₹500)
339.32,0.0,Mumbai,Shopping,iOS,1563,0,6,Morning (6AM–12PM),Micro (< ₹500)
224.48,0.0,Bangalore,Utilities,iOS,431,0,6,Morning (6AM–12PM),Micro (< ₹500)
37.34,0.0,Mumbai,Travel,iOS,336,0,6,Morning (6AM–12PM),Micro (< ₹500)
15.65,0.0,Bangalore,Shopping,Android,537,0,6,Morning (6AM–12PM),Micro (< ₹500)
16.0,0.0,Mumbai,Utilities,Android,1820,0,6,Morning (6AM–12PM),Micro (< ₹500)
34.16,0.0,Bangalore,Education,Android,1216,0,6,Morning (6AM–12PM),Micro (< ₹500)
63.8,0.0,Bangalore,Shopping,iOS,153,0,6,Morning (6AM–12PM),Micro (< ₹500)
0.89,0.0,Chennai,Entertainment,Android,415,0,6,Morning (6AM–12PM),Micro (< ₹500)
57.0,0.0,Mumbai,Healthcare,iOS,1367,0,6,Morning (6AM–12PM),Micro (< ₹500)
39.9,0.0,Hyderabad,Travel,Android,814,0,6,Morning (6AM–12PM),Micro (< ₹500)
105.5,0.0,Hyderabad,Food & Dining,Android,106,0,6,Morning (6AM–12PM),Micro (< ₹500)
1.0,0.0,Delhi,Utilities,iOS,268,0,6,Morning (6AM–12PM),Micro (< ₹500)
80.0,0.0,Kolkata,Utilities,Android,347,0,6,Morning (6AM–12PM),Micro (< ₹500)
14.34,0.0,Bangalore,Education,Android,1307,0,6,Morning (6AM–12PM),Micro (< ₹500)
100.5,0.0,Chennai,Education,Android,438,0,6,Morning (6AM–12PM),Micro (< ₹500)
0.99,0.0,Kolkata,Food & Dining,Android,1272,0,6,Morning (6AM–12PM),Micro (< ₹500)
36.33,0.0,Pune,Utilities,Android,108,0,6,Morning (6AM–12PM),Micro (< ₹500)
1638.04,0.0,Bangalore,Food & Dining,Android,1325,0,6,Morning (6AM–12PM),Small (₹500–5K)
1.98,0.0,Mumbai,Food & Dining,Android,916,0,6,Morning (6AM–12PM),Micro (< ₹500)
2.99,0.0,Bangalore,Shopping,iOS,1225,0,6,Morning (6AM–12PM),Micro (< ₹500)
200.0,0.0,Hyderabad,Travel,Android,456,0,6,Morning (6AM–12PM),Micro (< ₹500)
34.9,0.0,Hyderabad,Entertainment,Android,1329,0,6,Morning (6AM–12PM),Micro (< ₹500)
75.63,0.0,Mumbai,Utilities,Android,1528,0,6,Morning (6AM–12PM),Micro (< ₹500)
57.16,0.0,Delhi,Shopping,Web,1037,0,6,Morning (6AM–12PM),Micro (< ₹500)
500.28,0.0,Hyderabad,Entertainment,Android,681,0,6,Morning (6AM–12PM),Small (₹500–5K)
95.79,0.0,Delhi,Entertainment,Web,252,0,6,Morning (6AM–12PM),Micro (< ₹500)
1.0,0.0,Pune,Utilities,Android,1473,0,6,Morning (6AM–12PM),Micro (< ₹500)
212.22,0.0,Chennai,Utilities,iOS,441,0,6,Morning (6AM–12PM),Micro (< ₹500)
64.0,0.0,Bangalore,Shopping,Android,65,0,6,Morning (6AM–12PM),Micro (< ₹500)
1.79,0.0,Hyderabad,Utilities,Web,1450,0,6,Morning (6AM–12PM),Micro (< ₹500)
3.58,0.0,Mumbai,Entertainment,iOS,1079,0,6,Morning (6AM–12PM),Micro (< ₹500)
5.49,0.0,Delhi,Utilities,Android,546,0,6,Morning (6AM–12PM),Micro (< ₹500)
20.0,0.0,Kolkata,Healthcare,Android,260,0,6,Morning (6AM–12PM),Micro (< ₹500)
11.8,0.0,Pune,Healthcare,Android,1727,0,6,Morning (6AM–12PM),Micro (< ₹500)
26.53,0.0,Mumbai,Shopping,Android,975,0,6,Morning (6AM–12PM),Micro (< ₹500)
83.0,0.0,Mumbai,Shopping,Android,317,0,6,Morning (6AM–12PM),Micro (< ₹500)
611.0,0.0,Mumbai,Shopping,Android,1167,0,6,Morning (6AM–12PM),Small (₹500–5K)
132.85,0.0,Delhi,Utilities,iOS,824,0,6,Morning (6AM–12PM),Micro (< ₹500)
0.89,0.0,Bangalore,Travel,Android,1639,0,6,Morning (6AM–12PM),Micro (< ₹500)
838.7,0.0,Delhi,Shopping,Android,4,1,6,Morning (6AM–12PM),Small (₹500–5K)
4.47,0.0,Bangalore,Travel,Android,1750,0,6,Morning (6AM–12PM),Micro (< ₹500)
0.93,0.0,Mumbai,Food & Dining,Android,1422,0,6,Morning (6AM–12PM),Micro (< ₹500)
9.99,0.0,Bangalore,Shopping,Android,1749,0,6,Morning (6AM–12PM),Micro (< ₹500)
6.99,0.0,Jaipur,Travel,iOS,1817,0,6,Morning (6AM–12PM),Micro (< ₹500)
43.0,0.0,Hyderabad,Education,iOS,1766,0,6,Morning (6AM–12PM),Micro (< ₹500)
425.25,0.0,Mumbai,Groceries,Android,1288,0,6,Morning (6AM–12PM),Micro (< ₹500)
89.99,0.0,Bangalore,Travel,Android,666,0,6,Morning (6AM–12PM),Micro (< ₹500)
6.99,0.0,Delhi,Entertainment,Android,302,0,6,Morning (6AM–12PM),Micro (< ₹500)
1.0,0.0,Bangalore,Groceries,Web,628,0,6,Morning (6AM–12PM),Micro (< ₹500)
0.77,0.0,Delhi,Education,Android,1098,0,6,Morning (6AM–12PM),Micro (< ₹500)
1.5,0.0,Pune,Groceries,iOS,1514,0,6,Morning (6AM–12PM),Micro (< ₹500)
34.95,0.0,Hyderabad,Travel,Android,994,0,6,Morning (6AM–12PM),Micro (< ₹500)
117.82,0.0,Hyderabad,Entertainment,Android,1421,0,6,Morning (6AM–12PM),Micro (< ₹500)
6.99,0.0,Delhi,Healthcare,Android,1424,0,6,Morning (6AM–12PM),Micro (< ₹500)
6.99,0.0,Kolkata,Healthcare,iOS,1002,0,6,Morning (6AM–12PM),Micro (< ₹500)
19.57,0.0,Kolkata,Healthcare,Web,157,0,6,Morning (6AM–12PM),Micro (< ₹500)
48.04,0.0,Delhi,Travel,Android,1461,0,6,Morning (6AM–12PM),Micro (< ₹500)
7.58,0.0,Mumbai,Travel,Android,368,0,6,Morning (6AM–12PM),Micro (< ₹500)
1262.93,0.0,Delhi,Food & Dining,Android,992,0,6,Morning (6AM–12PM),Small (₹500–5K)
15.46,0.0,Bangalore,Travel,Android,786,0,6,Morning (6AM–12PM),Micro (< ₹500)
67.7,0.0,Hyderabad,Utilities,Android,1565,0,6,Morning (6AM–12PM),Micro (< ₹500)
303.77,0.0,Delhi,Utilities,Android,1170,0,6,Morning (6AM–12PM),Micro (< ₹500)
1.78,0.0,Bangalore,Healthcare,iOS,1687,0,6,Morning (6AM–12PM),Micro (< ₹500)
28.31,0.0,Bangalore,Education,Android,1361,0,6,Morning (6AM–12PM),Micro (< ₹500)
259.06,0.0,Delhi,Education,iOS,101,0,6,Morning (6AM–12PM),Micro (< ₹500)
212.33,0.0,Pune,Utilities,Android,1695,0,6,Morning (6AM–12PM),Micro (< ₹500)
511.0,0.0,Delhi,Food & Dining,Android,163,0,6,Morning (6AM–12PM),Small (₹500–5K)
1.98,0.0,Hyderabad,Travel,Android,1452,0,6,Morning (6AM–12PM),Micro (< ₹500)
13.27,0.0,Mumbai,Food & Dining,iOS,221,0,6,Morning (6AM–12PM),Micro (< ₹500)
2.69,0.0,Delhi,Education,Android,1380,0,6,Morning (6AM–12PM),Micro (< ₹500)
528.93,0.0,Delhi,Travel,Android,1051,0,6,Morning (6AM–12PM),Small (₹500–5K)
2.57,0.0,Hyderabad,Entertainment,Android,1660,0,6,Morning (6AM–12PM),Micro (< ₹500)
9.99,0.0,Bangalore,Food & Dining,Android,1302,0,6,Morning (6AM–12PM),Micro (< ₹500)
4.49,0.0,Delhi,Healthcare,Android,1354,0,6,Morning (6AM–12PM),Micro (< ₹500)
112.23,0.0,Mumbai,Education,iOS,817,0,6,Morning (6AM–12PM),Micro (< ₹500)
1.51,0.0,Mumbai,Utilities,Web,920,0,6,Morning (6AM–12PM),Micro (< ₹500)
50.0,0.0,Jaipur,Utilities,Web,1350,0,6,Morning (6AM–12PM),Micro (< ₹500)
102.15,0.0,Bangalore,Utilities,Android,1656,0,6,Morning (6AM–12PM),Micro (< ₹500)
151.67,0.0,Mumbai,Education,Android,1495,0,6,Morning (6AM–12PM),Micro (< ₹500)
9.99,0.0,Delhi,Travel,Android,669,0,6,Morning (6AM–12PM),Micro (< ₹500)
336.44,0.0,Pune,Travel,iOS,223,0,6,Morning (6AM–12PM),Micro (< ₹500)
7.61,0.0,Mumbai,Food & Dining,Android,1174,0,6,Morning (6AM–12PM),Micro (< ₹500)
0.0,0.0,Chennai,Healthcare,Android,387,0,6,Morning (6AM–12PM),Micro (< ₹500)
2.99,0.0,Pune,Groceries,iOS,1189,0,6,Morning (6AM–12PM),Micro (< ₹500)
77.89,0.0,Mumbai,Shopping,Android,420,0,6,Morning (6AM–12PM),Micro (< ₹500)
10.0,0.0,Mumbai,Education,Android,1169,0,6,Morning (6AM–12PM),Micro (< ₹500)
9.99,0.0,Mumbai,Travel,Android,770,0,6,Morning (6AM–12PM),Micro (< ₹500)
9.99,0.0,Pune,Education,Android,1144,0,6,Morning (6AM–12PM),Micro (< ₹500)
135.99,0.0,Bangalore,Shopping,Android,470,0,6,Morning (6AM–12PM),Micro (< ₹500)
500.0,0.0,Mumbai,Shopping,Android,1194,0,6,Morning (6AM–12PM),Small (₹500–5K)
9.99,0.0,Hyderabad,Travel,Android,1519,0,6,Morning (6AM–12PM),Micro (< ₹500)
7.6,0.0,Delhi,Groceries,iOS,326,0,6,Morning (6AM–12PM),Micro (< ₹500)
147.25,0.0,Delhi,Groceries,iOS,24,1,6,Morning (6AM–12PM),Micro (< ₹500)
2.32,0.0,Delhi,Food & Dining,iOS,728,0,6,Morning (6AM–12PM),Micro (< ₹500)
21.83,0.0,Bangalore,Healthcare,Android,400,0,6,Morning (6AM–12PM),Micro (< ₹500)
19.99,0.0,Delhi,Groceries,Android,369,0,6,Morning (6AM–12PM),Micro (< ₹500)
40.96,0.0,Delhi,Education,Android,1529,0,6,Morning (6AM–12PM),Micro (< ₹500)
34.95,0.0,Pune,Shopping,iOS,1444,0,6,Morning (6AM–12PM),Micro (< ₹500)
44.75,0.0,Mumbai,Food & Dining,Android,1314,0,6,Morning (6AM–12PM),Micro (< ₹500)
1.98,0.0,Pune,Food & Dining,Android,51,0,6,Morning (6AM–12PM),Micro (< ₹500)
189.59,0.0,Hyderabad,Healthcare,Android,1159,0,6,Morning (6AM–12PM),Micro (< ₹500)
34.95,0.0,Bangalore,Travel,Android,1591,0,6,Morning (6AM–12PM),Micro (< ₹500)
89.99,0.0,Hyderabad,Groceries,Android,636,0,6,Morning (6AM–12PM),Micro (< ₹500)
0.89,0.0,Bangalore,Healthcare,Web,1201,0,6,Morning (6AM–12PM),Micro (< ₹500)
26.31,0.0,Jaipur,Education,iOS,246,0,6,Morning (6AM–12PM),Micro (< ₹500)
0.76,0.0,Pune,Shopping,Android,1558,0,6,Morning (6AM–12PM),Micro (< ₹500)
50.0,0.0,Mumbai,Food & Dining,Android,559,0,6,Morning (6AM–12PM),Micro (< ₹500)
6.79,0.0,Mumbai,Shopping,Android,1173,0,6,Morning (6AM–12PM),Micro (< ₹500)
9.99,0.0,Mumbai,Education,Android,81,0,6,Morning (6AM–12PM),Micro (< ₹500)
15.0,0.0,Mumbai,Education,Android,1653,0,6,Morning (6AM–12PM),Micro (< ₹500)
13.8,0.0,Mumbai,Food & Dining,iOS,213,0,6,Morning (6AM–12PM),Micro (< ₹500)
8.95,0.0,Mumbai,Travel,iOS,109,0,6,Morning (6AM–12PM),Micro (< ₹500)
49.9,0.0,Hyderabad,Education,Android,696,0,6,Morning (6AM–12PM),Micro (< ₹500)
8.93,0.0,Bangalore,Food & Dining,Android,869,0,6,Morning (6AM–12PM),Micro (< ₹500)
31.35,0.0,Pune,Travel,Web,1685,0,6,Morning (6AM–12PM),Micro (< ₹500)
13.48,0.0,Chennai,Travel,Android,489,0,6,Morning (6AM–12PM),Micro (< ₹500)
591.93,0.0,Delhi,Shopping,Web,1366,0,6,Morning (6AM–12PM),Small (₹500–5K)
9.99,0.0,Pune,Shopping,Android,878,0,6,Morning (6AM–12PM),Micro (< ₹500)
9.2,0.0,Mumbai,Healthcare,Android,425,0,6,Morning (6AM–12PM),Micro (< ₹500)
7.58,0.0,Bangalore,Shopping,Android,346,0,6,Morning (6AM–12PM),Micro (< ₹500)
9.99,0.0,Hyderabad,Entertainment,Web,1227,0,6,Morning (6AM–12PM),Micro (< ₹500)
21.55,0.0,Delhi,Shopping,Android,1433,0,6,Morning (6AM–12PM),Micro (< ₹500)
29.99,0.0,Delhi,Shopping,Web,516,0,6,Morning (6AM–12PM),Micro (< ₹500)
105.0,0.0,Pune,Healthcare,Android,1164,0,6,Morning (6AM–12PM),Micro (< ₹500)
1.29,0.0,Jaipur,Food & Dining,Android,3,1,6,Morning (6AM–12PM),Micro (< ₹500)
50.05,0.0,Hyderabad,Healthcare,Android,135,0,6,Morning (6AM–12PM),Micro (< ₹500)
1678.88,0.0,Chennai,Groceries,Android,1318,0,6,Morning (6AM–12PM),Small (₹500–5K)
86.91,0.0,Bangalore,Entertainment,Android,566,0,6,Morning (6AM–12PM),Micro (< ₹500)
9.99,0.0,Bangalore,Entertainment,iOS,888,0,6,Morning (6AM–12PM),Micro (< ₹500)
15.17,0.0,Chennai,Education,Android,190,0,6,Morning (6AM–12PM),Micro (< ₹500)
3.59,0.0,Delhi,Food & Dining,iOS,1081,0,6,Morning (6AM–12PM),Micro (< ₹500)
750.0,0.0,Delhi,Shopping,iOS,1711,0,6,Morning (6AM–12PM),Small (₹500–5K)
1227.14,0.0,Mumbai,Healthcare,Web,567,0,6,Morning (6AM–12PM),Small (₹500–5K)
119.99,0.0,Hyderabad,Education,Android,1558,0,6,Morning (6AM–12PM),Micro (< ₹500)
8.95,0.0,Bangalore,Utilities,Android,1341,0,6,Morning (6AM–12PM),Micro (< ₹500)
75.31,0.0,Hyderabad,Travel,Android,417,0,6,Morning (6AM–12PM),Micro (< ₹500)
86.6,0.0,Bangalore,Entertainment,Android,1124,0,6,Morning (6AM–12PM),Micro (< ₹500)
3.92,0.0,Bangalore,Education,Android,898,0,6,Morning (6AM–12PM),Micro (< ₹500)
0.76,0.0,Mumbai,Food & Dining,iOS,678,0,6,Morning (6AM–12PM),Micro (< ₹500)
9.34,0.0,Mumbai,Education,iOS,642,0,6,Morning (6AM–12PM),Micro (< ₹500)
389.4,0.0,Pune,Utilities,iOS,1263,0,6,Morning (6AM–12PM),Micro (< ₹500)
89.99,0.0,Bangalore,Travel,Web,1285,0,6,Morning (6AM–12PM),Micro (< ₹500)
269.44,0.0,Bangalore,Utilities,Android,1015,0,6,Morning (6AM–12PM),Micro (< ₹500)
62.23,0.0,Delhi,Shopping,Web,886,0,6,Morning (6AM–12PM),Micro (< ₹500)
9.99,0.0,Delhi,Groceries,Android,1684,0,6,Morning (6AM–12PM),Micro (< ₹500)
2.28,0.0,Bangalore,Food & Dining,iOS,117,0,6,Morning (6AM–12PM),Micro (< ₹500)
2.99,0.0,Bangalore,Travel,Android,735,0,6,Morning (6AM–12PM),Micro (< ₹500)
16.8,0.0,Jaipur,Travel,Web,813,0,6,Morning (6AM–12PM),Micro (< ₹500)
2.5,0.0,Hyderabad,Groceries,Android,1453,0,6,Morning (6AM–12PM),Micro (< ₹500)
1.78,0.0,Mumbai,Shopping,iOS,470,0,6,Morning (6AM–12PM),Micro (< ₹500)
35.59,0.0,Delhi,Shopping,Android,1640,0,6,Morning (6AM–12PM),Micro (< ₹500)
60.0,0.0,Mumbai,Shopping,Android,122,0,6,Morning (6AM–12PM),Micro (< ₹500)
89.99,0.0,Mumbai,Food & Dining,Android,1691,0,6,Morning (6AM–12PM),Micro (< ₹500)
3.76,0.0,Hyderabad,Entertainment,iOS,1359,0,6,Morning (6AM–12PM),Micro (< ₹500)
24.91,0.0,Pune,Utilities,Android,159,0,6,Morning (6AM–12PM),Micro (< ₹500)
37.27,0.0,Bangalore,Food & Dining,Android,180,0,6,Morning (6AM–12PM),Micro (< ₹500)
43.28,0.0,Pune,Food & Dining,Android,781,0,6,Morning (6AM–12PM),Micro (< ₹500)
268.8,0.0,Bangalore,Utilities,Android,134,0,6,Morning (6AM–12PM),Micro (< ₹500)
0.76,0.0,Bangalore,Education,Android,1117,0,6,Morning (6AM–12PM),Micro (< ₹500)
40.0,0.0,Bangalore,Travel,Android,729,0,6,Morning (6AM–12PM),Micro (< ₹500)
86.6,0.0,Bangalore,Education,Web,1017,0,6,Morning (6AM–12PM),Micro (< ₹500)
4.49,0.0,Kolkata,Utilities,Web,1177,0,6,Morning (6AM–12PM),Micro (< ₹500)
70.0,0.0,Delhi,Shopping,Android,1796,0,6,Morning (6AM–12PM),Micro (< ₹500)
6.56,0.0,Bangalore,Travel,Android,839,0,6,Morning (6AM–12PM),Micro (< ₹500)
39.0,0.0,Kolkata,Groceries,Android,11,1,6,Morning (6AM–12PM),Micro (< ₹500)
7.95,0.0,Pune,Education,iOS,64,0,6,Morning (6AM–12PM),Micro (< ₹500)
17.35,0.0,Chennai,Food & Dining,Android,86,0,6,Morning (6AM–12PM),Micro (< ₹500)
198.0,0.0,Kolkata,Utilities,Android,1604,0,6,Morning (6AM–12PM),Micro (< ₹500)
1.0,0.0,Mumbai,Food & Dining,Android,430,0,6,Morning (6AM–12PM),Micro (< ₹500)
347.22,0.0,Pune,Education,iOS,200,0,6,Morning (6AM–12PM),Micro (< ₹500)
3.91,0.0,Hyderabad,Healthcare,Web,183,0,6,Morning (6AM–12PM),Micro (< ₹500)
0.89,0.0,Pune,Food & Dining,iOS,1740,0,6,Morning (6AM–12PM),Micro (< ₹500)
33.97,0.0,Chennai,Groceries,iOS,1705,0,6,Morning (6AM–12PM),Micro (< ₹500)
89.99,0.0,Mumbai,Utilities,Android,1629,0,6,Morning (6AM–12PM),Micro (< ₹500)
2.21,0.0,Chennai,Healthcare,Android,1670,0,6,Morning (6AM–12PM),Micro (< ₹500)
89.99,0.0,Mumbai,Healthcare,iOS,262,0,6,Morning (6AM–12PM),Micro (< ₹500)
64.18,0.0,Mumbai,Healthcare,Android,269,0,6,Morning (6AM–12PM),Micro (< ₹500)
0.0,0.0,Bangalore,Food & Dining,Android,25,1,6,Morning (6AM–12PM),Micro (< ₹500)
223.08,0.0,Kolkata,Entertainment,iOS,396,0,6,Morning (6AM–12PM),Micro (< ₹500)
683.34,0.0,Mumbai,Entertainment,Android,1608,0,6,Morning (6AM–12PM),Small (₹500–5K)
137.54,0.0,Delhi,Food & Dining,Android,1096,0,6,Morning (6AM–12PM),Micro (< ₹500)
89.99,0.0,Mumbai,Travel,iOS,1116,0,6,Morning (6AM–12PM),Micro (< ₹500)
3.59,0.0,Kolkata,Travel,Android,598,0,6,Morning (6AM–12PM),Micro (< ₹500)
28.75,0.0,Mumbai,Groceries,iOS,387,0,6,Morning (6AM–12PM),Micro (< ₹500)
1.78,0.0,Chennai,Travel,Android,252,0,6,Morning (6AM–12PM),Micro (< ₹500)
2.31,0.0,Pune,Travel,Android,1618,0,6,Morning (6AM–12PM),Micro (< ₹500)
29.0,0.0,Delhi,Entertainment,Android,1354,0,6,Morning (6AM–12PM),Micro (< ₹500)
89.99,0.0,Mumbai,Education,Android,612,0,6,Morning (6AM–12PM),Micro (< ₹500)
5.0,0.0,Chennai,Travel,Android,725,0,6,Morning (6AM–12PM),Micro (< ₹500)
40.0,0.0,Kolkata,Utilities,Android,1085,0,6,Morning (6AM–12PM),Micro (< ₹500)
137.87,0.0,Chennai,Travel,Android,157,0,6,Morning (6AM–12PM),Micro (< ₹500)
29.0,0.0,Mumbai,Groceries,Android,866,0,6,Morning (6AM–12PM),Micro (< ₹500)
5.37,0.0,Pune,Utilities,Android,105,0,6,Morning (6AM–12PM),Micro (< ₹500)
212.62,0.0,Mumbai,Entertainment,Android,374,0,6,Morning (6AM–12PM),Micro (< ₹500)
169.45,0.0,Delhi,Utilities,iOS,971,0,6,Morning (6AM–12PM),Micro (< ₹500)
36.92,0.0,Pune,Groceries,Android,688,0,6,Morning (6AM–12PM),Micro (< ₹500)
89.99,0.0,Bangalore,Healthcare,iOS,526,0,6,Morning (6AM–12PM),Micro (< ₹500)
99.99,0.0,Chennai,Utilities,Android,749,0,6,Morning (6AM–12PM),Micro (< ₹500)
11.39,0.0,Delhi,Food & Dining,Web,300,0,6,Morning (6AM–12PM),Micro (< ₹500)
0.89,0.0,Pune,Utilities,Android,913,0,6,Morning (6AM–12PM),Micro (< ₹500)
